,书名,价格,作者,出版日期,出版社,评分,评论内容,评论数,链接
780,丰乳肥臀,49,莫言 , 2017-1 , 浙江文艺出版社 ,8.7,*他的想象力丰富，又扎根于中国传统的说书艺术，这是他超过马尔克斯和福克纳的地方。——诺贝尔文学奖评委会前主席谢尔•埃斯普马克*任何人要是想谈论中国，都应该...,621,https://book.douban.com/subject/26904658/
781,冬牧场,29,李娟 , 2012-6 , 新星出版社 ,9.0,文坛清新之风，阿勒泰的精灵李娟首部长篇纪实散文力作四个月、零距离、全程记述哈萨克民族冬牧场的点点滴滴！春天接羔，夏天催膘，秋天配种，冬天孕育。羊的一生...,12403,https://book.douban.com/subject/10522856/
782,NULL,49,"[美] 莉萨·克龙 , 王君 ", 2019-3 , 读者出版社 ,7.9,★ 麦基《故事》与坎贝尔《英雄之旅》后，美国亚马逊创作类又一五星畅销书，让年轻创作者不走弯路的创作新思维。★ 好故事是什么：文笔？情节？结构？人物设定？好...,35,https://book.douban.com/subject/30446566/
783,编舟记,28,"三浦紫苑 , 蒋葳 ", 2015-3 , 上海文艺出版社 ,8.5,怀才不遇的人、不得人缘的人、想换工作的人……究竟要燃烧什么，才能激发出真正的热情？传说中的玄武书房编辑部的“编舟计划”，正式启航！玄武书房拟定出版一部...,3934,https://book.douban.com/subject/26261735/
784,想要守护书的猫,45,"[日]夏川草介 , 李诺 ", 2019-4 , 湖南文艺出版社 ,7.1,★入围多项大奖，日本文坛人气作家：4次入围日本书店大奖，摘得第10回小学馆文库小说奖桂冠。同时入围纪伊国屋书店2009年度蕞佳图书奖、大学读书人大奖。★加...,86,https://book.douban.com/subject/30325314/
785,我的帝王生涯,48,苏童 , 2019-2-20 , 浙江人民出版社 ,8.3,★苏童，当代文学大家，曾于2009年获第三届英仕曼亚洲文学奖，2010年获第八届华语文学传媒大奖年度杰出作家奖，2010年获第五届鲁迅文学奖，2015年获第...,99,https://book.douban.com/subject/30460278/
786,棋王,48,阿城 , 2019-4 , 上海三联书店 ,8.9,《棋王》收录“三王”小说经典，珍贵文献、星星美展插画、《今天》杂志油印创作谈等一并收入，呈现文字手艺人阿城先生的温度与风度。“从世俗小说的样貌来说，《棋王...,139,https://book.douban.com/subject/30330181/
787,八十天环游地球,9,"(法)儒勒.凡尔纳 , 沙地 ", 1958-02 , 中国青年出版社 ,8.3,1872年斐利亚・福克先生在伦敦改良俱乐部和会友们打赌，要在八十天内环游地球一周。在当时的情况下，这确实是一件很难办到的事，因为旅客一定要把时间掌握得非常准...,6910,https://book.douban.com/subject/1275907/
788,红高粱家族,18,莫言 , 1999-05 , 南海出版公司 ,8.4,NULL,3390,https://book.douban.com/subject/1058360/
789,乌克兰拖拉机简史,32,"[英] 玛琳娜·柳薇卡 , 邵文实 ", 2011-12 , 吉林出版集团 ,7.6,“我母亲去世两年后，我父亲与一位离过婚的妖艳迷人的乌克兰金发女郎坠入爱河。他时年八十四岁，而她三十六岁。她就像枚毛绒绒的粉红色手榴弹一样在我们的生活中骤然爆...,5814,https://book.douban.com/subject/6879215/
790,大秦帝国,369,孙皓晖 , 2008-5-1 , 河南文艺出版社 ,8.7,大秦帝国作为时代精神汇集的帝国，集中地体现了那个时代中华民族的强势生存精神。中华民族的整个文明体系其所以能够绵延如大河奔涌，秦帝国时代开创奠定的强势生存传统...,10873,https://book.douban.com/subject/3079029/
791,人间词话,19,王国维 , 2012-7 , 中华书局 ,9.1,《人间词话》是中国古典文学批评里程碑式的作品，集中体现了著名学者王国维的文学、美学思想，精义迭出。书中提出的“境界说”向来极受学术界重视。徐调孚校注本被认为...,2482,https://book.douban.com/subject/11601199/
792,复活,29,"[俄]托尔斯泰 , 力冈 ", 2013-11 , 译林出版社 ,8.9,《复活》是托尔斯泰晚年的代表作，其情节的基础是真实的案件。贵族青年聂赫留朵夫诱奸姑母家中养女、农家姑娘卡秋莎•玛斯洛娃，导致她沦为妓女；而当她被诬为谋财害命...,362,https://book.douban.com/subject/25760686/
793,俗世奇人（足本）,26,冯骥才 , 2016-1 , 人民文学出版社 ,8.7,《俗世奇人》（足本），是在旧版《俗世奇人》的基础上，增加冯骥才先生2015年新作的18篇小说，又精心编排39幅冯骥才先生手绘的插图最终集成的最新最全的版本。...,1127,https://book.douban.com/subject/26691462/
794,东京一年,68,蒋方舟 , 2017-8 , 中信出版社 ,7.0,“二O一六年，我独自一人在东京生活了一年，东京也拯救了我。”受日本国际交流基金会之邀，蒋方舟在东京独居了一年。她越来越喜欢写漫长的日记，觉得孤独地生活一辈子...,12844,https://book.douban.com/subject/27074861/
795,喧哗与骚动,36,"[美] 威廉·福克纳 , 方柏林 ", 2015-6 , 译林出版社 ,9.0,《喧哗与骚动》是威廉•福克纳最著名的作品，几乎每个人都对这个名字耳熟能详。它以四个人物的不同视角将一个故事讲了四遍，如同一部交响乐的四个乐章，构筑了一个立体...,717,https://book.douban.com/subject/26290041/
796,NULL,48,"[波兰] 维斯瓦娃·辛波斯卡 , 陈黎、张芬龄 ", 2016-8 , 湖南文艺出版社 ,8.9,我偏爱写诗的荒谬，胜于不写诗的荒谬。——辛波斯卡1996年诺贝尔文学奖得主辛波斯卡，是当代最为迷人的诗人之一，享有“诗界莫扎特”的美誉。她的诗别具一格，...,1826,https://book.douban.com/subject/26421126/
797,NULL,36,"[土耳其] 奥尔罕·帕慕克 , 何佩桦 ", 2007-3 , 上海人民出版社 ,8.4,《伊斯坦布尔：一座城市的记忆》书写的既是一部个人的历史，更是这座城市的忧伤。对帕慕克而言，伊斯坦布尔一直是一座充满帝国遗迹的城市。这个城市特有的“呼愁”，早...,9551,https://book.douban.com/subject/2042063/
798,华氏451,45,"[美] 雷·布拉德伯里 , 于而彦 ", 2017-7 , 上海译文出版社 ,8.4,“比烧书更可怕的罪行是不阅读它们。”★ 科幻大师雷•布拉德伯里反乌托邦代表作精装纪念版★ 法国著名导演特吕弗电影《华氏451》原著★ 在焚烧书籍的年代...,2031,https://book.douban.com/subject/27077129/
799,风格练习,29,"[法] 雷蒙·格诺 , 袁筱一 ", 2018-1 , 人民文学出版社 ,7.6,《风格练习》是法国作家雷蒙•格诺最为著名的作品之一，首次出版于1947年，1963年由伽利玛出版社再版时作了修改。这本书以九十九种不同的叙述方式，讲述了同一...,605,https://book.douban.com/subject/27603491/
800,指匠,65,"[英] 萨拉·沃特斯 , 阿朗 ", 2017-9 , 上海人民出版社 ,8.9,禁欲又放浪的维多利亚时代，坐拥家财的千金小姐莫德，日日被迫抄写舅舅的藏书，禁于深宅不得自由。直到某天，觊觎金钱又洞彻人心的“绅士”、出身贼窝却心思单纯的苏，...,1939,https://book.douban.com/subject/26952166/
801,NULL,42,[美] 斯蒂芬·金 , 2016-12-31 , 人民文学出版社 ,8.9,《写作这回事》一部分是回忆录，一部分是这位畅销作家的小说课。这本极佳的非虚构作品，完整体现了作者的创作观点和方法。金的写作建议基于自己真实的写作和生活经历：...,318,https://book.douban.com/subject/26827236/
802,NULL,52,欧丽娟 , 2018-8 , 浙江人民出版社 ,8.8,唐诗不仅是诗歌史上一座巍峨的高峰，亦是人类文明的珍贵献礼。本书的目的并非对诗人、诗歌作一般性的概论，而是以专题的方式抽绎由初唐到晚唐诗歌的许多面向，除了厘...,266,https://book.douban.com/subject/30271860/
803,NULL,480,"羅伯特.麥基(Robert McKee) , 戴洛棻、黃政淵、蕭少嵫 ", 2014-7 , 漫遊者文化 ,9.5,你有才華、也有梗，卻始終寫不出好故事？你需要——全世界導演、編劇人手一本的「編劇聖經」！◎《故事的解剖》說什麼？˙放諸四海永恆皆準的形式，而非公式。...,139,https://book.douban.com/subject/25919527/
804,秦腔,38,贾平凹 , 2005-4 , 作家出版社 ,7.9,《秦腔》以一个陕南村镇为焦点，集中表现了改革开放中乡村的价值观念、人际关系和传统格局的巨大而深刻的变化，被称为“一卷中国当代乡村的史诗”。书中写到了中国农村...,6813,https://book.douban.com/subject/1281653/
805,新千年文学备忘录,15,"(意)伊塔洛·卡尔维诺 , 黄灿然 ", 2009-3 , 译林出版社 ,9.2,卡尔维诺从三个方位写这本书：作家、读者、批评家。就其观点的成熟度而言，他这时已来到生命的最后期。作为作家他有特别的阅读需要，作为读者他有极大的好奇心和胃口，...,2203,https://book.douban.com/subject/3643270/
806,伤逝,19,鲁迅 , 2004-1-1 , 中国青年出版社 ,8.8,电影伴读中国文学文库。本书精选了鲁迅小说、杂文数十篇。鲁迅（1881-1936），现代文学家、思想家和革命家。原名周树人，字豫才，浙江绍兴人。1918年5...,4791,https://book.douban.com/subject/1157014/
807,江城,36,"[美] 彼得·海斯勒 , 李雪顺 ", 2012-1 , 上海译文出版社 ,9.0,1996年8月底一个温热而清朗的夜晚，我从重庆出发，乘慢船，顺江而下来到涪陵。涪陵没有铁路，历来是四川省的贫困地区，公路非常糟糕。去哪里你都得坐船，但多半...,28876,https://book.douban.com/subject/7060185/
808,人类群星闪耀时,22,"茨威格 , 高中甫、潘子立 ", 2011-6 , 天津人民出版社 ,8.5,《人类群星闪耀时》内容简介：拜占庭的沦陷、亨德尔的重生、一个流星般的天才、玛丽恩巴德的挽歌……这10个历史瞬间神奇般地降临到10位人物的身上，他们或被命运高...,3273,https://book.douban.com/subject/6538430/
809,NULL,25,龙应台 , 2005-8 , 文汇出版社 ,8.8,龙应台常常针对一种社会现象，一类具体事物，甚至于一个人、一句话、一件事，给予无情的透视和直接的批评，马上让人心有戚戚焉。这些事，就发生在周围，看得见，摸得着...,23769,https://book.douban.com/subject/1426971/
810,一个陌生女人的来信,18,"[奥]斯台芬·茨威格 , 张玉书 ", 2008-7 , 上海译文出版社 ,8.8,斯台芬·茨威格(1881-1942)，奥地利小说家、诗人、剧作家和传记作家，以小说和传记成就最为著称。短篇小说《一个陌生女人的来信》为茨威格代表作之一。一个...,10228,https://book.douban.com/subject/3136255/
811,恶之花,19,"[法] 夏尔·波德莱尔 , 郭宏安 ", 2002-10 , 广西师范大学出版社 ,8.6,选译法国诗人波德莱尔诗作一百首，并有译者长篇导论缀于前，从中既可对波德莱尔的文字生涯有个大致了解，又可细细品味恶之为花的魅惑。,3705,https://book.douban.com/subject/1045365/
812,小姨多鹤,28,严歌苓 , 2008-4 , 作家出版社 ,8.6,二战进入尾声，日本战败投降，大批当年被移民来中国东北企图对中国实施长期殖民统治的普通日本国民被抛弃。十六岁的少女多鹤即为其一，在死难多艰的逃亡中，她依靠机智...,22250,https://book.douban.com/subject/3012517/
813,孤独六讲,48,蒋勋 , 2017-4 , 长江文艺出版社 ,7.8,《孤独六讲》是美学大师蒋勋的经典代表作，于初版十周年之际重磅回归。新版收录蒋勋亲作长序——“做完整的自己”，与读者再谈生命个体的孤独与完整。残酷青春里野兽...,1825,https://book.douban.com/subject/26999709/
814,一地鸡毛,18,刘震云 , 2004-03 , 长江文艺出版社 ,8.1,"旧作集《一地鸡毛》绝无仅有的反映小市民真实生活,收集了刘震云自认为最好的短篇《土塬鼓点后：理查德.克莱德曼》、中篇《温故一九四二》、长篇《口信》。刘震云说，...",9653,https://book.douban.com/subject/1050566/
815,NULL,48,"[苏] 康·帕乌斯托夫斯基 , 董晓 译 ", 2019-3 , 陕西师范大学出版总社 ,8.5,社会主义现实主义文学中具有浪漫风格的一派。——高尔基帕乌斯托夫斯基是“善于看见世界晨曦的人”。——维克多· 什克洛夫斯基~~~ ~~~本书收录抒情...,20,https://book.douban.com/subject/30413225/
816,新罕布什尔旅馆,68,"[美] 约翰·欧文 , 徐寯 ", 2019-4 , 南海出版公司 ,8.5,★	村上春树的偶像，美国当代知名小说家，当代文坛无可争议的小说宗师，美国国家图书奖、奥斯卡金像奖改编剧本奖获得者。★	《时代》周刊“当代最佳小说”之一，被...,62,https://book.douban.com/subject/30413430/
817,约翰·克利斯朵夫,74,"（法）罗曼·罗兰 , 傅雷 ", 1957-1-1 , 人民文学出版社 ,8.7,本书写的是关于一个音乐天才与自身、与艺术以及与社会之间的斗争，追溯了一个德国音乐家在许多艺术斗争中演变的历程。主人公约翰·克利斯朵夫是一个充满矛盾和不协调的...,10000,https://book.douban.com/subject/1186392/
818,旅行的艺术,16,"[英] 阿兰·德波顿 , 南治国、彭俊豪、何世原 ", 2004-4 , 上海译文出版社 ,8.3,这部书就像一场完美的旅程，教我们如何好奇、思考和观察，让我们重新对生命充满热情。旅行是什么，德波顿并不想急于提供答案，旅行为什么，德波顿似乎也不热心去考求。...,16993,https://book.douban.com/subject/1056461/
819,One Day,14,David Nicholls , 2011-5-24 , Vintage ,8.6,"Emma Morley and Dexter Mayhew, casual acquaintances during their university ye...",2206,https://book.douban.com/subject/6562136/
820,NULL,28,张爱玲 , 2012-6 , 北京十月文艺出版社 ,8.2,我写《小团圆》并不是为了发泄出气，我一直认为最好的材料是你最深知的材料，但是为了国家主义的制裁，一直无法写。这是一个热情故事，我想表达出爱情的万转千回，完...,3706,https://book.douban.com/subject/10757941/
821,人·兽·鬼,10,钱锺书 , 2002-5 , 生活·读书·新知三联书店 ,8.7,《人·兽·鬼》包括《上帝的梦》、《猫》、《灵感》、《纪念》四部短篇小说。,8827,https://book.douban.com/subject/1058679/
822,未央歌,58,鹿桥 , 2007-12 , 黄山书社 ,8.5,小说以抗战时期的国立西南联合大学和昆明的风光民俗为小说背景，故事的主角是一群天真年轻的大学生，伍宝笙、余孟勤、蔺燕梅、童孝贤 ……在烽火连天的岁月里，在平静...,5269,https://book.douban.com/subject/2376336/
823,NULL,25,"尤金·扎米亚金 , 王莒光 ", 2013-11-1 , 北京理工大学出版社 ,7.5,《我们》一书采用笔记形式，假借生活在未来世界中的一个模范公民之口，虚拟了一个高度数字化、采用集中统一管理的“一统王国”中各色人等的生活和心态。在这个攀上了“...,1519,https://book.douban.com/subject/25838428/
824,NULL,45,"(英)托·斯·艾略特 , 汤永宽、裘小龙 ", 2012-7-1 , 上海译文出版社 ,8.9,艾略特被称为“世界诗歌漫长历史中一个新阶段的带领人”，是英语诗歌界“最有影响的诗人之一”。本书全面收录了T·S·艾略特的诗歌。他在诗歌中通过用典暗示、启发读...,2111,https://book.douban.com/subject/6440343/
825,Call Me by Your Name,8,Andre Aciman , 2017-10-3 , Macmillan USA ,9.1,Andre Aciman's Call Me by Your Name is the story of a sudden and powerful roma...,2154,https://book.douban.com/subject/27150656/
826,望春风,48,格非 , 2016-6 , 译林出版社 ,8.2,1958—2007，微缩五十年时代变迁，演绎幽微处世情人性。“中国最美的书”设计者陆智昌倾情担纲设计。《望春风》是格非获茅盾文学奖后的首部长篇大作，亦是集...,3743,https://book.douban.com/subject/26757657/
827,白痴,20,"[俄]陀思妥耶夫斯基 , 荣如德 ", 2006-8 , 上海译文出版社 ,8.9,《白痴》系19世纪俄国大文豪陀思妥耶夫斯基的重要作品之一。小说描写19世纪60年代出身贵族的绝色女子娜斯塔霞常年受地主托茨基蹂躏，后托茨基愿出一大笔钱要把她...,4678,https://book.douban.com/subject/1859108/
828,NULL,168,"[英] 肯·福莱特 , 陈杰 ", 2017-5 , 江苏凤凰文艺出版社 ,7.8,“世纪三部曲”终于迎来了一个完美结局。《永恒的边缘》是《巨人的陨落》的大结局！火遍全球的20世纪人类史诗“世纪三部曲”的第三部。我亲眼目睹，每一个迈向死亡...,7034,https://book.douban.com/subject/27025715/
829,连城诀,12,金庸 , 1999-04 , 三联书店 ,7.7,本部书初发行是以「素心剑」为名，是金庸先生以小时候一段回忆为主而发展出来的故事，疼爱他的家中长工因为冤狱郁郁一生，心中的委屈至垂死才吐露于他。「连城诀」以...,18109,https://book.douban.com/subject/1076045/
830,NULL,49,"[哥伦比亚] 加西亚·马尔克斯 , 杨玲 ", 2015-6 , 南海出版公司 ,8.8,《霍乱时期的爱情》是加西亚·马尔克斯获得诺贝尔文学奖之后完成的第一部小说。讲述了一段跨越半个多世纪的爱情史诗，穷尽了所有爱情的可能性：忠贞的、隐秘的、粗暴的...,5442,https://book.douban.com/subject/26374532/
831,爱情笔记,16,"（英）阿兰·德波顿 , 孟丽 ", 2004-04-01 , 上海译文出版社 ,8.2,这是一部融合理性与感性，细腻生动的恋爱过程的全记录。其间，才子德波顿细述一段情缘的邂逅，迷恋，平凡中的幸福，熟悉后的倦怠，女友移情别恋，挽回无望，自杀，醒悟...,8905,https://book.douban.com/subject/1079252/
832,我的阿勒泰,22,李娟 , 2010-7-1 , 云南人民出版社 ,8.8,本书是作者十年来散文创作的合集。分为阿勒泰文字、阿勒泰角落和九篇雪三辑。这是一部描写疆北阿勒泰地区生活和风情的原生态散文集。充满生机活泼、新鲜动人的元素。记...,14673,https://book.douban.com/subject/4884218/
833,NULL,26,"[英]阿加莎·克里斯蒂 , 郑桥 ", 2013-4 , 新星出版社 ,8.9,侦探波洛在叙利亚完成了一项委托，要搭乘辛普朗号东方快车回国。奇怪的是，似乎全世界的人都选在那一夜出行，这列铺位一向宽裕的豪华列车竟然一票难求。幸好他遇到了好...,17220,https://book.douban.com/subject/24153048/
834,NULL,28,"[美]海明威 , 汤永宽、陈良廷 等 ", 2006-8 , 上海译文出版社 ,8.5,海明威是一百年来所有诺贝尔文学奖获得者中最受我国广大学者推崇和广大读者喜爱的一位。他的《老人与海》为广大教师推荐给学生，成为经久不衰的畅销书。但是海明威...,5380,https://book.douban.com/subject/1874411/
835,NULL,49,"[美] 史蒂芬·平克 , 王烁、王佩、阳志平 审校 ", 2018-5 , 机械工业出版社 ,8.0,无论是写微博、微信文章和电子邮件，还是写论文、新闻稿和技术指南，我们今天的社会文化生活比史上任何时候都更依赖于书面语言。像所有语言使用者一样，互联网一代不仅...,335,https://book.douban.com/subject/30186025/
836,布罗茨基谈话录,58,"[美] 约瑟夫·布罗茨基、所罗门·沃尔科夫 , 马海甸、刘文飞、陈方 ", 2019-4 , 作家出版社 ,8.6,本书是沃尔科夫和诺贝尔文学奖得主约瑟夫·布罗茨基历时14年的对谈辑录。这本书在西方被认为和埃克曼的《歌德谈话录》齐名，仅仅在俄国就有多个版本同时发行。书中以...,27,https://book.douban.com/subject/30319980/
837,NULL,86,"[美] 凯文·伯明翰 , 辛彩娜、冯洋 ", 2017-10 , 社会科学文献出版社 ,9.2,2014年  《纽约时报》《经济学人》《芝加哥论坛报》《旧金山纪事报》《科克斯书评》畅销书2015年  美国新英格兰笔会非虚构类小说项大奖2016年  ...,171,https://book.douban.com/subject/27180682/
838,NULL,39,张清平 , 2016-1 , 中华书局 ,8.6,《林徽因传(修订本)》是诗人、建筑学家、一代才女林徽因的一生记录。青年时代，林徽因足迹踏遍欧美，成为我国代女建筑学家。她是国徽和人民英雄纪念碑的主要设计者之...,345,https://book.douban.com/subject/26659926/
839,我不是潘金莲,29,刘震云 , 2012-8 , 长江文艺出版社 ,7.8,当代著名作家刘震云获茅奖后的第一部长篇，也是他第一部以女性为主角的小说。直逼现实，书写民苦，使这部小说成为《一句顶一万句》的姊妹篇。和《一句顶一万句》一样...,11905,https://book.douban.com/subject/6742586/
840,漂亮朋友,16,"莫泊桑 , 王振孙 ", 2006-8 , 上海译文出版社 ,8.1,《漂亮朋友》主要内容简介：莫泊桑(1850－1893)，法国著名作家。《漂亮朋友》是他的长篇小说代表作，一八八五年五月出版后即引起轰动，几个月内再版三十余次...,2392,https://book.douban.com/subject/1893972/
841,战争哀歌,48,"[越]保宁 , 夏露 ", 2019-4 , 湖南文艺出版社 ,7.8,【简介】《战争哀歌》超越了战争，战争是它的背景，它的内核是关于逝去的青春，关于美和伤痛。一场突如其来的战争打碎了阿坚和阿芳这对年轻情侣的生活，在血肉横飞...,179,https://book.douban.com/subject/30471280/
842,平原上的摩西,39,双雪涛 , 2016-6 , 百花文艺出版社 ,8.4,本书是双雪涛的第一部中短篇小说集，书中收录了10篇作品，小说风格不一，题材有校园成长类，奇人故事类，侦探悬疑类，作者的笔调朴素，冷峻又有文字表面按捺不住的恣...,5746,https://book.douban.com/subject/26803179/
843,铁浆,56,朱西甯 , 2018-10 , 九州出版社 ,9.1,他是张爱玲心目中“沈从文最好的故事里的小兵”最后一位民国小说家 朱西甯先生作品大陆首次出版阿城专文赏读，白先勇、莫言、王德威赞誉的白话小说经典【编辑推...,373,https://book.douban.com/subject/30345416/
844,命运的内核,69,"[英] 格雷厄姆·格林 , 傅惟慈 ", 2017-11 , 江苏凤凰文艺出版社 ,8.6,没人能看到完整的命运，但可以守护一个完整的自己。------------------------------《命运的内核》是格林对命运的探讨，穷尽了一个...,1735,https://book.douban.com/subject/26284408/
845,爱你就像爱生命（精装全彩珍藏）,39,王小波 李银河 , 2017-7 , 湖南文艺出版社 ,9.0,本书收录了王小波与李银河的“两地书”，以及李银河深情怀念王小波的三篇文章，并收录二人的“媒人”《绿毛水怪》。再现了他们的爱与生活，是一部感动国人的爱情绝唱。...,1124,https://book.douban.com/subject/27071421/
846,高老头,5,"(法)巴尔扎克 , 傅雷 ", 1989-09-01 , 人民文学出版社 ,8.0,这部名闻遐迩，常盛不衰的小说，一,11280,https://book.douban.com/subject/1119528/
847,NULL,59,"[美] M.H.艾布拉姆斯 , 郦稚牛、张照进、童庆生 ", 2015-8 , 北京大学出版社 ,8.7,《镜与灯：浪漫主义文论及批评传统》是现代文学理论的扛鼎之作。问世半个世纪以来，依然以其理论的前沿性和逻辑的精密性对当代学者产生着巨大影响。本书着重讨论西方浪...,259,https://book.douban.com/subject/26421234/
848,枯枝败叶,25,"[哥伦比亚] 加西亚·马尔克斯 , 刘习良、笋季英 ", 2013-1 , 南海出版公司 ,7.9,★ 马尔克斯唯一正式授权，首次出版★ 从写《枯枝败叶》的那一刻起，我所要做的唯一一件事，便是成为这个世界上最好的作家，没有人可以阻拦我。 ——加西亚•马尔...,8924,https://book.douban.com/subject/20392525/
849,是，大臣,68,"[英] 乔纳森·林恩、[英] 安东尼·杰伊 编著 , 王艺 ", 2017-11 , 生活·读书·新知三联书店 ,9.7,《是，大臣》是根据1980年代英国BBC同名剧集改编的小说。 本书讲述了吉姆•哈克在帮助本党大选获胜之后得到行政事务部（DAA）部长的职务，从此开始面对以行...,96,https://book.douban.com/subject/27604025/
850,我是猫,14,"[日]夏目漱石 , 刘振瀛 ", 2007-3 , 上海译文出版社 ,8.1,夏目漱石（1867-1916），日本近代文学作家的代表，竖起批判现实主义文学的丰碑，被誉为“国民作家”。《我是猫》是他的成名作，同时也是其代表作之一。主人...,7669,https://book.douban.com/subject/2046977/
851,山居笔记,28,余秋雨 , 2002-1 , 文汇出版社 ,7.9,《山居笔记》是余秋雨在1992年至1994年间，全身心地用两年多的时间创作成的，共十一篇文章。写作期间，作者辞去了学院的职务，不再上班；同时写作又与考察联在...,13379,https://book.douban.com/subject/1001204/
852,白先勇细说红楼梦,168,白先勇 , 2017-2 , 理想国 | 广西师范大学出版社 ,7.4,当八十岁的白先勇，遇见三百岁的曹雪芹，听华文世界小说大家如何解“天下第一书”，看两个时代文学赤子跨越时空的心灵相印。1、叶嘉莹撰序推荐，白先勇一生研读红楼...,2471,https://book.douban.com/subject/26953532/
853,NULL,39,"[美]娜塔莉·戈德堡（Natalie Goldberg） , 韩良忆、袁小茶 ", 2016-8 , 广西科学技术出版社 ,7.9,30年前，《写出我心》出版后立刻登上畅销榜，成为北美教授写作及写作治疗的人必读、必引述的经典，占据同类书籍的顶端，被列入美国高中读本，影响深远。在书中，作...,876,https://book.douban.com/subject/26822680/
854,如何读，为什么读,30,"[美] 哈罗德·布鲁姆 , 黄灿然 ", 2011-1 , 译林出版社 ,8.3,"简介：《如何读,为什么读》是布鲁姆在年近古稀时出版的一本个人化的导读著作,这位阅读大师、智慧老人、经典的经典读者为我们正本清源，梳理西方不朽作品，谈论他...",1329,https://book.douban.com/subject/5326883/
855,给所有人的黑塞童话,88,"[德] 赫尔曼·黑塞 , 杨梦茹 ", 2019-4 , 未读·文艺家 北京联合出版公司 ,9.0,黑塞的童话并非以很久很久以前开头并不全然以人或动物作为主角年迈的高山、固执的藤椅、骄傲的少年、丑陋的矮人所有的生命，全都在一场杂沓着无法摆脱的困难中活...,29,https://book.douban.com/subject/30488936/
856,金叶 : 来自金枝的故事,68,"［英］J.G.弗雷泽、丽莉·弗雷泽 编 , 汪培基 ", 2019-2 , 后浪丨四川人民出版社 ,7.7,十二卷本巨著《金枝》中摘录的精华来自世界各地的民间传说与神话故事◎ 编辑推荐☆ 本书取材自英国人类学奠基人J.G.弗雷泽爵士的十二卷本巨著《金枝》，由...,87,https://book.douban.com/subject/30401611/
857,早晨从中午开始,5,路遥 , 1992 , 西北大学出版社 ,9.0,本书收集了路遥创作谈、自传、言论方面的文章。,1300,https://book.douban.com/subject/1793990/
858,我脑袋里的怪东西,49,"[土耳其] 奥尔罕·帕慕克 , 陈竹冰 ", 2016-2 , 上海人民出版社 ,8.6,◆ 诺贝尔文学奖得主、《我的名字叫红》《伊斯坦布尔》作者奥尔罕•帕慕克 蛰伏六年动情写就 全球60个语种正在流行。◆斩获诺奖之后还能写出自己的最佳作品，帕...,3590,https://book.douban.com/subject/26701959/
859,惶然录,35,"[葡萄牙]费尔南多·佩索阿 , 韩少功 译 ", 1995年5月第一版 , 上海文艺出版社 ,9.0,这是葡萄牙作家费尔南多·佩索阿晚期随笔结集，都是“仿日记”片断体。它是作者的代表之一，是一部曾经长期散佚的作品，后来由众多佩索阿的研究专家们搜集整理而成。...,3928,https://book.douban.com/subject/1015864/
860,摆渡人3：无境之爱,46,"克莱儿·麦克福尔 , 刘勇军 ", 2019-4-1 , 百花洲文艺出版社 ,8.0,千万畅销心灵治愈小说“摆渡人”系列完结篇令无数读者灵魂震颤的人性救赎之作内附精美插图&作者中英文签章如果命运是一条孤独的河流，谁会是你灵魂的摆渡人？...,124,https://book.douban.com/subject/33392950/
861,天黑以后,29,"[日] 村上春树 , 施小炜 ", 2012-2 , 南海出版公司 ,7.5,《天黑以后》内容简介：映入眼帘的，是都市的身姿。透过在夜空中高翔的飞鸟的眼睛，我们从天上俯瞰着这光景。都市望去仿佛一头巨大的活物，遵循其自身的原理运转。我们...,5867,https://book.douban.com/subject/7056685/
862,NULL,150,朱一龙 , 2019-4 , 中国市场出版社 ,10.0,朱一龙有帅气的外形，勤奋努力的工作态度，并且有着良好的艺术修养。生活中的他是一个面对不熟悉的人略显羞涩的大男孩，但面对表演，他是个很有钻研精神十分敬业的演员...,86,https://book.douban.com/subject/33404221/
863,NULL,46,"(德) 尼采 , 钱春绮 ", 2014-9-1 , 生活·读书·新知三联书店 ,9.2,《查拉图斯特拉如是说》是尼采的里里程碑式的作品，几乎包括了尼采的全部思想。这本以散文诗体写就的杰作，以振聋发聩的奇异灼见和横空出世的警世招语宣讲“超人哲学...,1241,https://book.douban.com/subject/25935944/
864,瓦尔登湖,28,"[美] 梭罗 , 王家湘 ", 2009-1 , 北京十月文艺出版社 ,8.5,《瓦尔登湖》是一本超凡入圣的好书，严重的污染使人们丧失了田园的宁静，所以梭罗的著作便被整个世界阅读和怀念了。《瓦尔登湖》语语惊人，字字闪光，沁人心肺，动我衷...,8527,https://book.douban.com/subject/3522695/
865,NULL,78,"[美]吉尔伯特·海厄特（Gilbert Highet) , 王晨 ", 2015-10 , 北京联合出版公司·后浪出版公司 ,9.5,哈佛、耶鲁、普林斯顿、中国人民大学教授联合推荐比较文学领域、古典文化接受史领域里程碑式著作一部紧扣主脉、细节饱满、层次丰富的西方文学史【推荐】海厄特...,213,https://book.douban.com/subject/26594676/
866,NULL,20,NULL, 2012-11 ,薛金星 编 ,,《金星教育•小学教材全解:语文(6年级下册)(CCD版)》是《小学教材全练》的配套练习用书。编写时遵循《金星教育•小学教材全解:语文(6年级下册)(CCD版...,43,https://book.douban.com/subject/20434843/
